Nombre,Puntuacion_IMDB,Puntuacion_Rotten_Tomatoes,Director,Guionistas,Argumento,Duracion
Citizen Blaine,,,Antoine M. Dillard,Antoine M. Dillard,"Staff Sergeant Blaine, a decorated sniper recently discharged from the 160th Special Operations Aviation Regiment (Army Night Stalkers), goes back to his hotel to get some sleep. Due to PTSD and noisy surroundings, Blaine can't sleep and is compelled to take matters into his own hands.",15min
Seven Shots,,,Dylan Niemi,Brianna JohnsonDylan Niemi,"RUN... Those three letters haunted Blair Saddler's very existence. For four years Blair dedicated herself to protecting animals from the harsh hands of hunters. However, the shelter owner who saved and rehabilitated animals never thought in a million years that she would switch places with the animals she set out to protect. Now playing a game of keep-away with her li... Leer todo",
The Corie,,,Clay E Jones,Clay E Jones,,
Wake Up,,,Clay E Jones,Clay E Jones,,
Operation Shell Shock: Phantoms,,,,,A young former CIA agent comes back from war and finds himself fighting against ghosts from his past.,38min
The N0ughty List III,,,Glenn McAllen-Finney,Tommy BeeGlenn McAllen-Finney,,
ParaGenex Terror of the kitai,,,Tracey Wilkerson,Tracey Wilkerson,,
Trenchcoat,,33%,Cécile Delepière,John Pirkis,,
Joe Riv,,,Mico Saad,Daniel L. Rivera,"Joe Riv, a decorated and highly trained ex-special forces veteran who was thought to be dead for three years after a Top Secret mission, returns home to avenge the death of his sister who was brutally murdered by the sons of the biggest gangster in town at a night club.",
Covid-20,"7,7",,Rumen Russev,Kal MinevMarin Rangelov,"When an airborne virus infects the entire population on Earth, one secret organisation discovers an extraordinary man, whose immune system can help them preserve humankind.",
1986,"7,4",,James Campbell,James Campbell,"In 1986, Gotham's Dark Knight comes face-to-face with The Punisher as they hunt the same man.",
The Handler II - City Dog,,,Lawrence Whitener,Lawrence Whitener,"Sequel to ""The Handler I - Junkyard Dog."" Dog helps a friend in the 23rd most dangerous city in the world, Baltimore. A dirty cop with MS-13 and BGF gangs means this time, he's all Business.",7min
Child Warfare,"8,5",,Joseph G. Bucci,Joseph G. Bucci,When deciding on going to war the President is faced with the dilemma that each soldier is someones child.,10min
Every Second Counts,,50%,Jeff Frey,Jeff Frey,Life can change in a heartbeat.,10min
Smoking Man,,,Leesa Robinson,Darran McCabe,,
Gladiolus: Part 2,,,Jason Li,,Sequel to Gladiolus : It's been 2 years since Evelyn's disappearance. Luke has no idea where she might be until he receives a mysterious phone call,
Street Fighter: Psychosis,"7,5",,Stanton Chong,Stanton ChongHallie Ann JacobsonSean Kohnke,,13min
Kovid-20 No New Normal,,,Evangelos GiovanisGeorge Giovanis,Evangelos Giovanis,Life gets a bit strange with Covid-19 guidelines and boxing.,4min
Kill Everybody in the Room,,,Roger Greene Jr.,Roger Greene Jr.,"After the flashy diabolical killer Goldie and his vicious crew murders his partner, introverted undercover cop Reese Walker goes red for vengeance as he sets on a quest for vigilante justice.",
The Seal of Death,,,Harris Josey,Harris Josey,"A 1980s Crime/Thriller set in San Fransisco, California. Watch Tony Han and Marcus Ford as they try to uncover the truth and solve the mystery behind the sudden murder of Tina Lin.",
Batman: Dawn of the Knight,,,,,,
Alien Hunters,,,Isaac Williams,,"Northamptonshire local Justine calls for backup from the only person who will believe that aliens have landed in her field, Egon, her conspiracy theorist ex boyfriend. They must save earth from destruction.",18min
Hindsight,,,Chloe Cosette,Chloe Cosette,,
Sacrifice Versus Reward,,,Romel Xavier Moralez,Romel Xavier Moralez,,10min
Mikey & Marie,,,Tommy Wright,Elisa MennitiTommy Wright,"A pair of newly engaged mob Associates (Mikey and Marie) from the Costantini family make a house call to a former business partner and app developer, to settle up his outstanding debt.",
Neeras,"7,8",,Achyut Prashast Singh,Achyut Prashast Singh,"Dependiendo de la verdadera naturaleza de sus armas, dos versiones de la misión de un asesino siguen contrastando y pareciéndose entre sí mientras corre contra el reloj.",10min
Tank and Dozzer,,,Jason Turner,,,
The War Within the Edge,,,Jervis YoungJessica Adair,Jervis Young,"Following the war, Jackson and Victoria now face a new threat. A threat so deadly, silent and evil it can not be seen or touched. With the help of his trusted friend Ryan, Jackson might have a fighting chance to over through his biggest enemy. Jackson's journey to overcome the war within begins with one single step.",
Il Segreto della Serpe - Episodio 2,,,Markus OtzRoberto Regazzoni,David Cuciz,"""An unsuspecting girl searches for her missing uncle in the pleasant village convulsed by contemporary witches, monsters and feuds."" The young woman Mira, returns to the valley in search of her last relative, who has mysteriously disappeared. She does not know why but his arrival sets in motion powerful forces, dark and mysterious. With the help of two amateur video s... Leer todo",
Black Market Brawl,,,Diana Mills Smith,Diana Mills Smith,"A Treasure-Hunting Mercenary and a Black Market Salesman attempt to sell an artifact that gives it's barer ""god-like"" powers. When the ring is revealed to be missing right as the deal is made, the assassins will do what they do best.",10min
Talion,,,Zane Barber,Zane Barber,Gael Havens hunts down the drug dealers responsible for his sister's overdose.,9min
Not the Real Toby 2,,,Amber PhillipsDaniel SladekRichie Tatum,,,
The Pit,,38%,Stephanie Liquorish,Piéra Shannon,"Kira is a mech-fighter with dreams of making it big. After breezing through the lower leagues, a close call with illegal jacked-mech sends Kira to the door of a local ambitious mech-builder in hopes of evening the playing field.",
Blood Estate,,,Erin Rose,Erin RoseEdward Whitlock,"When a prolific monster hunter, takes on a contract from a seductive Countess, his morality is brought into question as he finds out that just because someone is different, that does not make them a monster.",
Taylor & Barinov 3,,,Dylan Butler,Dylan Butler,Taylor and Barinov come head to head with their most ruthless foe to date in the third and final chapter of the trilogy.,
The Choice,,11%,Gianna AngelaGabriella EstabrookAlexa Ketchum,Dominic Giannetti,,
Heavy Lies,,,Joseph Charafi,Joseph Charafi,"Joseph Charafi's ""Heavy Lies"" visits Las Vegas, where everything is run by underground crime organizations. A mercenary named Adam (Nicolas Kolev) finds out that his brother has been taken and he needs to get him back. His parents Jacob (Davis Vaughn) and Gwyen (Corinna Harney-Jones) claim they haven't seen him. Adam gets a lead and his bike from his ex, who is now hi... Leer todo",
Unforgotten,,,Allen G. Moser,Allen G. Moser,,
Puncture,,52%,Erik Bergamini,Erik Bergamini,"When one of his crew goes missing with a bag filled with cartel drugs, Spencer has to track down his friend, closely monitored by both a local drug lord and the cartel who make it clear that both parties expect the drugs returned to them.",25min
Shadows of the World,,,Marios P. Papageorgiou,Irini GrigoriouMarios P. Papageorgiou,"Climate change has finally led to the complete natural destruction of the planet. Four strangers, who share only their need for survival, find refuge underground. They appear to be the only survivors. Their yearning for salvation will test their conscience. In the heart of darkness conflict seems inescapable. A film about man's confrontation with every second to follo... Leer todo",19min
Galaxy of Fear: A Star Wars Fan Film,,,Sidney Berthier,Sidney Berthier,"A thousand years after the rise of Rey Skywalker, evil returns to the galaxy. Young farmer Luna faces an outsider with terrifying powers and tries to protect her village.",4min
The Local,"8,7",52%,Dalton Burdette,Dalton Burdette,"When a new gang arrives into town, it's up to now-retired hometown hero, Jackson Connelly, to decide if putting an end to the terror is worth the risk of hurting the people he loves.",
The Target List,"8,2",,Andrew ArguelloMJ Palo,MJ PaloJohn Reizer,"After announcing a ground-breaking cancer cure, the four members of the research team are targeted by an assassin hired by the big pharma. Two researchers escape the attack, only to find themselves on the killer's target list.",
Superman: Year One Fan Film,,,,,,
Maximus,"7,9",,Richard Prendergast,Richard Prendergast,"A young warrior's fight for his life, told through the eyes of his younger sister. Infused with imagination, tragedy and magic.",16min
Venture,,,Cody Wurst,Justin BlackstenCody Wurst,,
The Pink Elephant,,,Veljko DronjakVex,Veljko DronjakVex,"A rich and desperate bakery owner tries to save his spoiled and immoral son from the clutches of three moral yet clueless criminals, by sending deadly donuts to their house.",15min
Faster,"7,7",53%,Ahmet Atalay,Ahmet AtalayOktay Ege Kozak,,11min
Jumanji: Level One,"5,6",,Lance Kawas,Christina Tomlinson,"En 1869, antes de los eventos de la película original de 1995, se nos revela cómo el juego maldito fue creado y las aventuras de sus primeros jugadores.",15min
Retribution,,,Carlos CampanaMeecah,Carlos CampanaMeecah,"In 2004 West Palm Beach, young Jadè (Amani Geffrard) is only eight years old when her Bahamian father (Dondre Tuck) is murdered right before her eyes. Several years later a now grown and determined Jadè (Meecah) executes her plan to destroy the chain of command responsible for her father's death, not knowing what unimaginable horror is waiting for her at the top.",
Danger Room,,,Zachary Colmenero,Zachary ColmeneroAiden McLain,A trio of friends go lurking in the woods to find an old house that has six rooms which they have to escape in 2 hours.,
Crime City,,,Mykee MorettiniChris Stone,Mykee MorettiniChris Stone,"A Grindhouse Trailer for a 70s/80s action film jam-packed with crime, corruption, drugs, and darkness - but seemingly no plot, and even the characters are confused. In a world of pure chaos and evildoing, is ANYONE really a ""bad guy""?",
Instant Delivery,,,Kody Newton,Mitch KohlerKody Newton,,
Agent Love,,,Lucas BarrosShea Sexton,Alex Winder,,
Night Guard,,,Johnick Petry,Nathaniel Schexnayder,"In a crime-ridden city, a comic book nerd begins fighting crime in order to find an urban legend who has been protecting the city.",25min
Other Than Honorable,,,Chris Anthony FerrerEric Zaldivar,Chris Anthony Ferrer,"When MI6 agent and soon-to-be parent Ramsey Holt, turns up at a house in Boston looking for the father he never knew, he instead finds Mason, a reclusive ex-marine; the brother he never knew existed. Mason gives Ramsey the bad news - Dad is a prisoner of the Columbian Cartel. Combining the elite military tactics of the Force Recon marines and the spy-craft and resourc... Leer todo",15min
Viper,,,Jared LeafRyan Wells,Paul Johnstone,,
SoulHood: Prime - Luke & Lee,,,"Carlos ""Los2k6"" Smith II","Carlos ""Los2k6"" Smith II",The past will hunt you. How far would you go to battle with your past?,
Gunther,,,Ryan Carl Rowley,Ryan Carl Rowley,"After a local break-in, a man purchases illegal firearms in an attempt to protect is home.",12min
The Investigators,,,Teddy Pryor,Forest QuagliaFrank Quaglia,Two clumsy P.I's put their crime fighting grit to the test while navigating through their dysfunctional brotherly bond.,
Svensk Kriminalfilm 2,,,,,,
Root of Evil,,,Sennia Sa'ra,Patrick Deal,A police couple's worst fears are realized when their baby is kidnapped and must fight to get her back.,
On the Lam,,,Stephen Folker,Thomas Ely Sage,,
The Hunt: Savage Within,"6,3",,Fabien Gorchon,Fabien Gorchon,A park ranger must face her fears as she becomes embroiled in a fight against an otherworldly threat.,
Customer Service,,,Sarah Bene,Sarah Bene,,
Levels,,,Zach Gold,Zach Gold,"Blaise takes AJ to the scene of a mysterious incident that happened in town last week. What AJ doesn't know is that Blaise has led him into a trap. Stuck in another world, being hunted by who he thought was a friend, AJ must survive in order to escape, if he can.",4min
Hopeless Place,,,Jeremie Fiore,Jeremie FioreJackie Gabay,,
Mudblood: Part One,"5,9",,Conrad Faraj,Conrad Faraj,"After fleeing from Hogwarts, a teenage witch named Muriel Warrington is persecuted by Death Eaters in North America.",26min
Uncharted: Map Quest,,,Nate Lyles,Joseph Ray Santos,Nathan Drake must fight his way through an uncharted course of danger to find a map that will lead to a forbidden treasure.,9min
Before the Battle,,,Billy Sosa,Billy Sosa,An FBI agent and her two cousins must secure a weapon to help prevent the spread of a worldwide pandemic.,
Sharper,,69%,Crystal Arnette,Sunny Vinsavich,"Relentless bounty hunter and dandy investigatrix Annabelle Arkham is closing in on one of the most notorious serial killers of this, or any, age. Little does she know her unorthodox methods will catch up with her at the least convenient moment -- when her old school chum and notable stickler for regulation, Detective Constance Shields, is dispatched for her arrest. Ca... Leer todo",
Flynn's Disc,,,Maximilian Michaels,Maximilian Michaels,,
The Toy,,,Faton Millanaj,Faton Millanaj,"When his daughter's favorite toy is stolen by his former inmates on the night before Christmas Eve, Henry an alcohol Ice cream man goes on a one man mission to get his daughter toy back.",
Unlawful Duties,"2,9",,Sunil Kulkarni,Mark Moore,Two officer on night duty receives a call to investigate a disturbance in the area only to discover more than they expected.,9min
The Choice,,11%,Guy Coburn,Anthony Moisset,"Maxence, who delivers packages for the Russian mafia to write off an outstanding debt, is compelled to make an irreversible choice during his latest assignment.",20min
Punisher: Crossbones,,,Silas Dunn,Silas Dunn,Frank Castle faces off against an old enemy.,
Snow of the Dead,,,,,,
Cool Cat Fights Coronavirus,"2,3",,Derek Savage,Derek Savage,"Dirty Dog, Cool Cat's archenemies and rival, is spreading the corona virus to everyone and all the kids, while also trying to convince them that the whole pandemic is a scam. He believes no one should wear a mask. However, Cool Cat must step up to the plate, and put a stop to Dirty Dog's intentions of clearing half the population of COVID-19.",20min
